,Lon,Lat,City nbr,City,wind,temp,humidity,clouds
667,42.41226591996596,46.429064340023075,667.0,yashalta,4.72,58.18,64.0,0.0
671,52.285207625824825,-21.393651255506683,671.0,saint-paul,9.17,79.27,20.0,0.0
672,9.915974817627387,66.86431959389921,672.0,rorvik,25.75,42.16,99.0,92.0
675,-65.02865108395977,9.041330853217573,675.0,zaraza,8.86,90.67,52.0,0.0
677,43.6770043662614,-7.05414235664044,677.0,kilindoni,12.37,83.47,97.0,56.0
680,43.38388984468716,-7.9724416618766725,680.0,mitsamiouli,8.05,87.8,66.0,40.0
681,-123.2014636285211,61.09640715810431,681.0,fort nelson,5.82,35.6,55.0,90.0
683,126.83738793194499,54.93056943247146,683.0,zeya,3.6,30.01,42.0,0.0
685,-61.18897885329787,-43.69750170208953,685.0,viedma,5.77,74.11,42.0,0.0
687,69.03492949558895,70.00330791184118,687.0,yar-sale,12.37,16.15,88.0,80.0
692,70.01014549853835,16.261704101447904,692.0,ratnagiri,16.69,85.54,93.0,0.0
693,-45.02359494754273,-29.807582505232695,693.0,imbituba,10.29,78.8,69.0,0.0
699,-36.83721373391393,6.477987051145149,699.0,itarema,9.24,81.22,98.0,64.0
701,92.28324034495068,48.81470350064774,701.0,ulaangom,1.36,21.01,75.0,0.0
704,5.8641409591891716,19.70893869487334,704.0,arlit,7.34,102.01,12.0,0.0
706,-6.50187381281296,25.46092075458492,706.0,taoudenni,8.57,101.47,12.0,0.0
710,162.52609002746584,-22.300198857295356,710.0,koumac,8.01,73.93,91.0,0.0
711,137.91448822269228,46.776234421528414,711.0,svetlaya,6.85,37.48,92.0,24.0
713,-78.94790430711967,-0.6616823844077118,713.0,saquisili,12.75,57.2,76.0,75.0
716,0.9348083323498599,59.28286229043894,716.0,lerwick,14.99,50.0,66.0,76.0
718,49.989205839735575,67.66497064695301,718.0,naryan-mar,3.71,13.18,83.0,24.0
720,119.58716207141777,-23.525482824761028,720.0,port hedland,6.93,78.8,88.0,0.0
721,-83.3200628613616,47.66585486651414,721.0,chapleau,3.49,44.6,30.0,5.0
726,36.405324650348604,12.990193171304753,726.0,doka,7.9,102.73,14.0,20.0
728,-153.32945783358406,-20.364600267366455,728.0,moerai,16.4,76.09,100.0,92.0
730,71.30400343358309,64.0672157027135,730.0,nadym,11.03,10.03,81.0,8.0
731,144.51445197880446,-34.52964943122369,731.0,deniliquin,2.86,52.69,79.0,0.0
732,-60.13401786002329,49.00067809943505,732.0,stephenville,9.17,57.2,87.0,90.0
734,152.21424909866943,65.42992013305732,734.0,zyryanka,2.26,16.69,76.0,0.0
740,-93.49466383849304,36.221605343240114,740.0,harrison,3.36,48.9,37.0,1.0
743,109.10120855237813,-9.282773963156501,743.0,gombong,1.19,72.4,98.0,80.0
745,68.54341555257855,18.82099779548021,745.0,veraval,8.05,79.39,39.0,0.0
747,-105.18754371892254,13.44479279093217,747.0,lazaro cardenas,9.42,63.31,18.0,0.0
748,-146.37689280320674,34.99469470746219,748.0,kahului,12.75,69.42,83.0,1.0
753,140.91786894371046,52.7639580614254,753.0,nikolayevsk-na-amure,3.31,22.63,83.0,76.0
755,19.68486710578668,-1.9691995266286426,755.0,inongo,1.3,86.26,68.0,8.0
756,128.71753612746232,-1.3941073284472054,756.0,amahai,4.38,80.86,100.0,20.0
761,-72.8641227872734,6.6360020385564695,761.0,molagavita,4.7,73.4,83.0,20.0
765,-82.12233590695172,39.201983111415245,765.0,athens,6.93,57.2,50.0,1.0
772,179.3095969671424,70.12678338997404,772.0,leningradskiy,13.89,12.37,87.0,56.0
777,-16.77657470699566,9.754536847776478,777.0,bubaque,4.7,91.4,29.0,0.0
782,112.27122120875185,37.39994539435729,782.0,taiyuan,13.42,59.0,67.0,75.0
788,-128.22870524104002,13.501882844157777,788.0,constitucion,10.29,62.6,42.0,40.0
792,124.57875892073088,40.892024756809576,792.0,kuandian,2.48,52.96,75.0,92.0
799,25.923418206874743,61.468033901774106,799.0,heinola,8.05,48.2,76.0,90.0
805,38.73316961874181,4.524012559853176,805.0,mega,3.31,66.73,94.0,80.0
809,153.76745985499633,-10.749239742178219,809.0,samarai,9.42,83.02,100.0,88.0
811,81.14114584003039,23.12376804570404,811.0,dindori,6.22,78.61,28.0,0.0
812,126.45916780666118,5.237643353918969,812.0,sarangani,13.11,83.2,99.0,0.0
813,-138.6040720665671,71.17401102511249,813.0,aklavik,1.81,-14.52,75.0,40.0
816,2.099049558368904,44.37480437936776,816.0,villefranche-de-rouergue,14.99,76.28,31.0,0.0
818,-4.744790176736018,4.110217413056887,818.0,grand-lahou,9.08,87.07,76.0,8.0
819,-72.01867731456102,29.818527954205678,819.0,marsh harbour,12.93,77.08,97.0,12.0
828,117.92540899032309,65.0873778530999,828.0,nyurba,8.12,34.78,54.0,76.0
838,109.97739174705987,32.90596536470697,838.0,shiyan,1.86,63.76,92.0,76.0
841,56.68569599104197,42.618091695867406,841.0,akdepe,4.7,71.56,27.0,0.0
846,-177.3407118720602,62.844385118867024,846.0,egvekinot,2.26,-1.94,68.0,0.0
848,140.09253901186128,-16.04203576680038,848.0,alyangula,10.58,83.38,99.0,0.0
853,17.68199056902364,-6.373043077246038,853.0,kasongo-lunda,2.48,84.37,58.0,36.0
855,-20.045390511856027,52.103566329877765,855.0,dingle,9.75,79.87,83.0,12.0
856,22.95526587162135,62.03909390693309,856.0,kankaanpaa,18.34,44.6,65.0,88.0
859,85.29567949826713,34.007526616542435,859.0,jumla,1.97,31.63,83.0,8.0
860,-21.10805344418452,62.6494708108693,860.0,vestmannaeyjar,17.22,42.8,100.0,75.0
862,109.09640147311791,-4.836488816187639,862.0,indramayu,2.71,69.79,98.0,88.0
866,-94.64303117000574,29.899192554675977,866.0,liberty,3.36,48.52,37.0,1.0
868,-44.49448928712059,-33.154897392906115,868.0,laguna,3.09,60.8,48.0,20.0
874,-7.34245270719228,3.565554909767229,874.0,tabou,6.51,82.03,100.0,56.0
875,29.60815026299926,-3.132575355627793,875.0,muramvya,1.97,67.63,95.0,56.0
876,133.6149306883865,63.84211861596282,876.0,churapcha,4.99,23.53,63.0,64.0
878,-118.57463539261607,43.944148551969164,878.0,baker city,5.82,47.41,61.0,40.0
880,173.12507206310732,-40.13976125562487,880.0,takaka,13.04,56.56,91.0,24.0
881,142.10897638595748,36.915342619461114,881.0,iwaki,6.51,58.18,68.0,0.0
884,-104.92237462784666,48.75293705998624,884.0,sidney,14.99,44.55,75.0,1.0
885,141.1170566074664,-19.62061503509581,885.0,mount isa,3.36,77.0,44.0,0.0
886,-58.9172028950357,-31.20919281431845,886.0,concordia,5.82,80.6,74.0,40.0
889,179.90482365865182,-57.30948978702426,889.0,dunedin,17.69,43.51,75.0,8.0
892,-87.73947836208708,11.367382013537892,892.0,corinto,6.29,81.4,60.0,8.0
893,77.32159504143488,33.02021321042582,893.0,manali,1.07,7.51,97.0,12.0
896,-66.9235380155865,-25.263891357713717,896.0,salta,3.36,73.62,73.0,40.0
902,-117.24978515010366,47.22386159451125,902.0,cheney,17.22,48.94,61.0,90.0
903,8.215872290284864,63.748038017093506,903.0,sistranda,31.09,42.8,87.0,75.0
904,-124.33879319699219,12.644563467025975,904.0,cabo san lucas,9.17,66.2,63.0,40.0
907,-108.57778423251996,24.545099017683526,907.0,la reforma,2.26,81.66,69.0,0.0
908,64.19139980053004,64.61098446799787,908.0,muzhi,7.63,15.7,84.0,76.0
916,-120.29606827474296,21.155788706134288,916.0,guerrero negro,3.31,60.61,55.0,92.0
925,-99.87573528109775,-26.5979601634657,925.0,pisco,3.27,71.6,73.0,0.0
930,49.837388524873546,60.23945145283463,930.0,letka,10.29,72.48,22.0,0.0
931,8.812817048839491,47.23236401721434,931.0,rapperswil,2.24,77.88,29.0,0.0
933,112.67825566580063,68.58573481311669,933.0,udachnyy,6.06,26.77,82.0,36.0
937,70.55113751068853,35.67746362327122,937.0,nuristan,9.17,75.2,17.0,0.0
939,24.07852652188717,70.21008279026012,939.0,rypefjord,8.05,33.8,69.0,0.0
940,57.333279574040745,7.679592895703394,940.0,bandarbeyla,6.11,83.38,100.0,0.0
941,139.15320381600458,34.766100683521245,941.0,ito,18.19,63.49,93.0,0.0
942,-132.00758787297863,31.62343248774367,942.0,half moon bay,4.7,48.42,93.0,1.0
943,152.94820429047047,-38.7707525039056,943.0,batemans bay,2.82,59.26,100.0,80.0
947,-104.53436233778802,47.05575377153508,947.0,glendive,14.99,42.8,81.0,1.0
948,-100.94733107253832,23.546200055937916,948.0,matehuala,3.31,61.24,71.0,12.0
950,29.506850815778392,11.217632886754402,950.0,kaduqli,4.09,99.49,22.0,64.0
953,-160.6945749153294,15.555896835379727,953.0,makakilo city,8.05,70.74,77.0,1.0
954,13.499193736025234,68.64867089027854,954.0,gravdal,4.7,46.4,87.0,75.0
956,175.97492434304252,-47.77872905165442,956.0,christchurch,5.82,48.2,81.0,0.0
967,-118.68876626193783,55.986910031862266,967.0,spirit river,5.82,35.6,90.0,90.0
968,-53.36598250824777,46.123299138848466,968.0,bay roberts,21.92,39.2,76.0,75.0
971,59.90912413423081,37.5700350674782,971.0,kaka,7.63,68.8,40.0,92.0
975,-55.35984041574268,-14.704050459878658,975.0,chapada dos guimaraes,3.36,80.6,83.0,40.0
982,48.271869388890394,32.154991651596575,982.0,shush,12.44,46.66,63.0,32.0
983,-24.278937066010997,-33.59829672156253,983.0,sao joao da barra,2.24,78.8,57.0,75.0
984,30.586555954784416,-1.2403596026270236,984.0,mbarara,3.31,71.5,94.0,64.0
986,-106.42345997781862,49.41632415719317,986.0,assiniboia,7.34,52.33,62.0,0.0
989,-125.4830525136171,21.844314382342574,989.0,san quintin,2.53,72.67,81.0,8.0
992,-14.852159915680431,35.96260211191495,992.0,camacha,26.4,66.2,68.0,40.0
1014,-32.046424262743216,43.829243578827686,1014.0,lagoa,13.87,62.6,88.0,40.0
1018,-12.626943805142133,9.574697577909305,1018.0,kukuna,8.41,96.25,39.0,0.0
1019,28.73274009948412,41.782766193544546,1019.0,durusu,8.05,63.93,48.0,75.0
1023,89.14698640184702,62.10812164431246,1023.0,teya,6.93,77.0,88.0,40.0
1026,8.767856621491234,46.34311924490339,1026.0,minusio,5.82,80.04,41.0,0.0
1033,48.852027519436064,45.04995576955184,1033.0,kirovskiy,4.76,41.71,56.0,8.0
1037,-111.4011964809589,43.38407333145932,1037.0,ammon,6.73,37.24,64.0,1.0
1039,117.1135564063643,51.86844903204431,1039.0,priiskovyy,5.73,39.01,61.0,36.0
1041,152.64208630692247,-6.81462562667808,1041.0,kokopo,6.4,79.87,100.0,48.0
1045,-68.78258008211799,-25.27254127998654,1045.0,diego de almagro,3.6,67.9,87.0,32.0
1047,21.28797716418626,34.96667848381637,1047.0,methoni,8.05,73.4,40.0,20.0
1049,-86.62427631266897,17.078773798328697,1049.0,french harbor,16.11,80.6,83.0,20.0
1054,-63.20910891375205,-26.41464713173238,1054.0,santiago del estero,13.78,88.24,57.0,0.0
1066,117.81040230230354,3.6281767312111697,1066.0,tarakan,4.99,82.39,97.0,8.0
1067,21.40809347536822,-3.7029454412250544,1067.0,ilebo,2.82,86.89,65.0,12.0
1070,126.77295268904203,43.66489846191416,1070.0,jilin,8.3,44.95,55.0,24.0
1071,-152.21422886982762,-25.110015853927862,1071.0,avera,6.93,61.16,48.0,1.0
1072,85.39536699633771,45.30735599843453,1072.0,baijiantan,4.72,51.79,37.0,0.0
1075,-58.11107567012432,-41.966095896898054,1075.0,necochea,5.84,77.8,81.0,8.0
1077,145.21348077882385,-4.772580468117624,1077.0,madang,1.07,75.73,100.0,48.0
1078,-83.97821835583841,44.14023997203816,1078.0,bay city,5.82,46.99,45.0,1.0
1080,162.47130801850108,-19.20379374385577,1080.0,poum,0.81,62.59,49.0,8.0
1083,96.58109642340906,23.210791206712557,1083.0,mogok,0.69,68.17,80.0,0.0
1085,137.34202586330292,-27.80972572079351,1085.0,port augusta,4.7,66.2,82.0,40.0
1088,138.104308775179,32.84927306525631,1088.0,oyama,5.82,59.0,82.0,0.0
1090,-51.1139385863076,-3.7967538151262232,1090.0,altamira,5.82,82.4,83.0,75.0
1096,-3.318571174001164,49.652077569192784,1096.0,torquay,10.29,66.2,63.0,20.0
1111,49.05619926929458,-10.997989674603232,1111.0,ambilobe,3.87,75.37,97.0,44.0
1114,27.967254875217264,20.276604143235204,1114.0,marawi,1.3,69.52,99.0,76.0
1117,-45.6769853910298,-10.77492227955321,1117.0,corrente,5.55,76.54,68.0,76.0
1119,143.87122718657486,36.81242269622676,1119.0,namie,6.73,56.65,76.0,0.0
1120,116.04190749168367,18.446484760009156,1120.0,catuday,4.05,81.04,96.0,24.0
1122,175.06023679959088,62.89851604850031,1122.0,anadyr,4.47,14.0,78.0,0.0
1123,26.15268820486807,16.532592786942786,1123.0,kutum,5.21,94.45,10.0,0.0
1126,-62.82001478625982,-46.707561808466224,1126.0,rawson,10.09,67.81,33.0,12.0
1132,176.7408349232636,-45.968830784269464,1132.0,waipawa,21.43,56.2,76.0,64.0
1133,21.43782854896068,30.033042227659692,1133.0,awjilah,14.61,88.96,24.0,0.0
1138,38.1584229152609,-0.266783874593159,1138.0,chuka,2.86,75.19,87.0,68.0
1154,157.47523413950552,51.34939505046901,1154.0,ozernovskiy,3.53,25.87,97.0,80.0
1155,10.545917968198154,67.21353207631523,1155.0,sorland,2.75,42.07,99.0,92.0
1162,153.98383953262294,52.87496989637788,1162.0,oktyabrskiy,20.13,61.18,45.0,40.0
1166,44.152952349822726,-5.451257682829436,1166.0,micheweni,17.36,82.75,100.0,20.0
1170,75.1626519733401,5.23228695129157,1170.0,naifaru,9.91,85.0,100.0,68.0
1175,-23.63993502730321,12.902546838440713,1175.0,praia,6.93,71.6,60.0,75.0
1178,71.89033111444843,31.764914033909236,1178.0,dullewala,10.31,76.81,42.0,0.0
1179,5.565975654942889,5.628184279893389,1179.0,warri,10.58,83.2,82.0,92.0
1183,125.88958110761683,1.5490358337338392,1183.0,bitung,2.24,77.0,94.0,20.0
1185,72.79071726032939,22.915020021609095,1185.0,mahemdavad,4.7,95.0,16.0,0.0
1188,-96.61589851906696,34.65350891625272,1188.0,ada,6.93,40.55,80.0,40.0
1190,127.39929989736186,-12.16720785397355,1190.0,port keats,10.13,80.77,71.0,0.0
1194,33.775517602978795,-10.287498948127322,1194.0,karonga,8.63,77.35,100.0,20.0
1199,48.18518690346039,10.525324587850818,1199.0,bosaso,10.36,83.56,96.0,8.0
1205,-77.06043796124483,7.1387059611531924,1205.0,riosucio,4.7,71.6,83.0,40.0
1209,-103.99854644060527,34.25178994401111,1209.0,portales,14.99,45.23,100.0,90.0
1213,63.50834063572913,26.072708070201358,1213.0,turbat,9.57,85.54,17.0,0.0
1216,52.495501986754874,44.83203389264821,1216.0,shetpe,10.87,55.39,57.0,48.0
1223,86.63412423769614,56.807194319013405,1223.0,zyryanskoye,15.9,50.53,69.0,76.0
1228,-59.75063342089793,-40.568218176503606,1228.0,tres arroyos,5.61,76.27,76.0,0.0
1237,-80.29191697631919,-9.564770547610323,1237.0,chimbote,2.53,67.9,87.0,8.0
1238,-91.10978684754156,25.1724599856676,1238.0,progreso,4.7,70.84,94.0,75.0
1240,130.85997167130034,-18.31340825477929,1240.0,kununurra,3.36,77.0,73.0,75.0
1244,31.84886046653523,77.54036399770891,1244.0,vardo,3.36,45.63,49.0,1.0
1246,45.59419187423396,63.38699564579801,1246.0,verkhnyaya toyma,9.75,29.74,57.0,64.0
1248,-82.39888076670745,10.379945964148476,1248.0,limon,7.4,32.0,100.0,90.0
1249,154.60572141311042,-8.983043897142252,1249.0,gizo,13.87,70.74,73.0,75.0
1250,7.883389635380638,3.7754906559841572,1250.0,luba,2.53,72.67,81.0,8.0
1252,28.892325887607797,-25.177785794874282,1252.0,siyabuswa,3.04,75.46,44.0,0.0
1257,6.562196688247241,-20.48632350530808,1257.0,opuwo,7.11,87.97,23.0,0.0
1259,120.68583886489807,-10.973149275945389,1259.0,waingapu,8.52,76.36,93.0,12.0
1267,152.80521291537724,-17.141866552813852,1267.0,bowen,4.7,68.0,88.0,0.0
1268,28.701552669324798,58.805340253997144,1268.0,kingisepp,13.27,46.39,79.0,48.0
1270,97.54799972283666,7.916029298666189,1270.0,kathu,6.22,80.77,27.0,0.0
1278,84.90385845187063,66.27821057551708,1278.0,igarka,7.0,8.14,73.0,36.0
1280,38.98929658245723,16.184057287125412,1280.0,ginda,1.52,45.67,84.0,0.0
1286,-96.66408007274433,52.56810310630513,1286.0,gimli,10.8,43.87,79.0,0.0
1287,-104.49508508852614,18.541028095808045,1287.0,manzanillo,15.68,79.69,100.0,0.0
1289,116.18179971042855,-32.62995837047683,1289.0,mandurah,10.29,68.0,82.0,75.0
1300,-53.581284352969675,42.90630641671197,1300.0,marystown,25.34,38.65,83.0,20.0
1301,6.134869913647947,10.041840717265515,1301.0,minna,6.62,90.67,67.0,12.0
1302,-44.485487812794275,-25.967928843633032,1302.0,ilhabela,2.48,76.09,96.0,0.0
1304,-28.643369211295322,38.75117038106487,1304.0,horta,6.93,73.35,38.0,20.0
1310,22.095072021463352,64.9763404610035,1310.0,lulea,4.7,33.8,97.0,90.0
1311,-45.35369754022969,0.36048307587910244,1311.0,carutapera,8.86,84.55,80.0,48.0
1312,127.97464514216432,31.502409598385356,1312.0,fukue,5.82,62.6,93.0,0.0
1316,14.27511222826459,22.228834917059103,1316.0,marzuq,7.78,79.69,31.0,0.0
1318,-80.21905745549643,45.49340351118846,1318.0,parry sound,3.53,46.84,44.0,0.0
1320,67.59655573756163,69.37039556313925,1320.0,aksarka,10.25,15.88,83.0,64.0
1322,-9.395156994613416,5.497013319000899,1322.0,buchanan,6.55,82.4,78.0,75.0
1328,-36.275581697751676,14.647963641082342,1328.0,porto novo,2.24,71.6,60.0,20.0
1331,67.29703744354123,73.28301585687854,1331.0,sovetskiy,19.6,37.39,77.0,88.0
1333,91.46138436234924,24.430651806284658,1333.0,habiganj,7.34,72.94,98.0,0.0
1336,31.90579870037874,-11.999308028220184,1336.0,mpika,10.76,79.33,33.0,0.0
1342,14.424662911790023,62.2641046956964,1342.0,ostersund,21.92,41.0,70.0,90.0
1355,172.77567728847708,-11.17403108810339,1355.0,sola,11.41,46.4,87.0,75.0
1358,40.77093361701529,45.69730920688539,1358.0,dmitriyevskaya,4.61,59.53,60.0,0.0
1359,-84.96590125478455,-28.773347894123837,1359.0,coquimbo,2.24,53.6,100.0,90.0
1362,75.4174150066984,25.678511381085073,1362.0,devli,9.17,89.6,18.0,0.0
1366,129.1531704891865,3.7445658207315944,1366.0,ternate,6.93,86.0,70.0,20.0
1367,100.21225322205805,28.59746348033846,1367.0,xichang,1.74,61.78,51.0,36.0
1368,-73.37526353489679,43.132477279205716,1368.0,bennington,6.93,44.33,52.0,1.0
1369,-68.06251120741057,-33.06260961764691,1369.0,san martin,3.36,48.96,100.0,90.0
1377,-74.12237479642219,-11.995850019354194,1377.0,ayna,11.41,68.0,45.0,0.0
1389,97.1232485692002,10.880244169127764,1389.0,ranong,3.38,84.37,100.0,68.0
1395,-14.578818857596843,9.367627610558358,1395.0,conakry,13.87,86.0,66.0,20.0
1399,-48.436162096239684,72.17921425828871,1399.0,ilulissat,3.36,24.8,79.0,90.0
1401,12.108593379605566,6.156144021229409,1401.0,tibati,3.31,85.09,56.0,12.0
1402,43.186452701679,64.511052005674,1402.0,pinega,6.55,31.27,54.0,32.0
1403,31.801178965892973,-32.24409333772596,1403.0,margate,2.59,51.8,93.0,48.0
1404,-66.83284475152578,-48.036787736363,1404.0,comodoro rivadavia,8.05,59.0,44.0,0.0
1406,-1.4313427550253834,7.015589572573191,1406.0,mampong,8.57,92.11,60.0,12.0
1407,-142.55281413108963,64.00281164390137,1407.0,fairbanks,7.74,20.03,79.0,90.0
1408,-92.59223744015505,13.826975036107243,1408.0,ocos,4.88,81.54,69.0,0.0
1413,-101.72847213027624,15.848778551955505,1413.0,petatlan,4.76,75.2,83.0,20.0
1417,145.75229128323167,-8.385782048679431,1417.0,kerema,2.48,72.85,100.0,80.0
1419,155.91399473153695,58.59360603179428,1419.0,tigil,3.04,22.27,87.0,88.0
1420,-48.327734822204974,11.441064897710717,1420.0,sinnamary,8.86,79.42,100.0,88.0
1426,135.1341438933572,53.92422176489629,1426.0,chumikan,3.31,21.46,74.0,12.0
1431,83.38586534581617,58.51886378560664,1431.0,kolpashevo,13.78,41.17,90.0,76.0
1434,34.899675191098794,46.95614131342148,1434.0,vesele,11.32,67.54,30.0,0.0
1436,-91.49832657103887,34.29866267653554,1436.0,stuttgart,6.93,78.8,29.0,0.0
1439,1.2180325795081046,45.33408174066713,1439.0,brive-la-gaillarde,9.17,82.4,20.0,0.0
1441,-108.88474076470874,49.46811314143898,1441.0,shaunavon,11.03,49.18,55.0,24.0
1442,140.27749325106555,-10.861682286744838,1442.0,merauke,10.65,79.42,95.0,12.0
1443,115.29341457442132,35.88883294251602,1443.0,puyang,7.29,66.64,100.0,92.0
1446,98.18386309665306,17.475388246198406,1446.0,mae ramat,2.04,79.06,59.0,0.0
1447,102.09610538936477,-8.771996658350716,1447.0,labuhan,2.19,75.64,94.0,36.0
1449,-100.47622171966351,4.893434361690481,1449.0,puerto escondido,7.85,80.6,65.0,5.0
1451,55.48845481611764,4.943093497923556,1451.0,eyl,6.33,81.04,100.0,12.0
1452,-118.90585650274909,40.17446770744323,1452.0,fernley,3.09,40.6,74.0,1.0
1455,-38.66123402213108,-40.450184067204525,1455.0,cidreira,5.77,73.21,92.0,88.0
1459,-84.83747908754054,16.76897536758949,1459.0,punta de piedra,2.26,71.41,89.0,80.0
1462,95.2275626965241,30.82937123932517,1462.0,along,1.19,62.32,98.0,92.0
1465,27.752259080829106,16.943587855781118,1465.0,umm kaddadah,4.61,101.56,6.0,0.0
1468,142.71780599435897,54.00612307956865,1468.0,okha,3.27,23.26,89.0,76.0
1473,126.24259145621664,36.52204051621639,1473.0,seoul,1.12,56.84,50.0,0.0
1475,-101.23127240497138,43.48928900217422,1475.0,pierre,4.7,42.8,93.0,1.0
1478,-62.08512937227255,8.045058042075055,1478.0,upata,9.31,88.42,47.0,0.0
1484,-94.08622701841497,40.325428755832064,1484.0,maryville,6.93,49.53,39.0,75.0
1490,-142.8076780538376,-15.52919481772281,1490.0,tautira,3.36,78.8,74.0,0.0
1494,-56.20440786480603,-29.91292265911271,1494.0,alegrete,13.27,82.03,79.0,48.0
1499,10.32131943282613,40.82653899197672,1499.0,siniscola,11.41,75.2,41.0,0.0
1502,175.94942425090414,-20.529601780403212,1502.0,isangel,16.35,78.16,100.0,88.0
1505,143.56822073551444,-37.709973927236256,1505.0,ballarat,4.61,49.36,80.0,0.0
1506,-46.22467312317494,-37.90460446083438,1506.0,rio grande,1.12,75.2,83.0,40.0
1514,-75.3823209500399,4.747312482375293,1514.0,salento,4.7,71.6,83.0,40.0
1516,-61.84063647941878,-39.93885762842325,1516.0,punta alta,9.17,83.3,58.0,0.0
1520,-28.236678457174378,-2.9397908055952797,1520.0,natal,9.17,84.2,66.0,75.0
1522,-99.22814045310629,45.31016069812813,1522.0,aberdeen,5.82,44.6,75.0,1.0
1525,-147.09721542725183,69.19136577308899,1525.0,college,7.74,20.03,79.0,90.0
1533,0.07097927201277798,48.18350522765857,1533.0,le mans,9.17,81.39,39.0,88.0
1537,18.32769241249366,8.83052118599619,1537.0,sarh,13.87,102.2,29.0,20.0
1539,12.541524758148,31.569316135771743,1539.0,mizdah,9.8,80.14,26.0,0.0
1540,-54.169790519697344,69.354920426648,1540.0,kangaatsiaq,4.61,23.53,100.0,12.0
1545,70.35811741873812,28.77505239403429,1545.0,zahir pir,3.31,74.2,30.0,0.0
1547,53.14481882513476,41.186715110614045,1547.0,balkanabat,4.27,65.56,49.0,0.0
1550,-48.85943121385395,66.16122639974927,1550.0,nuuk,12.75,32.0,100.0,40.0
1552,6.4261593641869865,40.07742716500448,1552.0,alghero,9.17,69.8,60.0,0.0
1555,1.9069609680089457,26.116664266518242,1555.0,adrar,8.05,89.6,10.0,0.0
1556,33.733233082775456,10.739069522292965,1556.0,asosa,6.78,86.98,32.0,64.0
1557,67.56017696337082,63.70162816355213,1557.0,oktyabrskoye,9.31,48.55,81.0,92.0
1559,84.86345412198875,44.761566751088765,1559.0,kuytun,6.55,40.36,69.0,0.0
1564,37.505219085867935,-7.168825403373148,1564.0,kisanga,4.76,78.07,58.0,0.0
1566,-56.75772654797886,47.29324879310536,1566.0,miquelon,29.97,37.4,69.0,75.0
1567,116.68105617169681,15.721491043439642,1567.0,aloleng,4.05,81.04,96.0,24.0
1576,122.55537554729648,12.63893019483703,1576.0,magdiwang,10.09,83.02,98.0,80.0
1577,-72.9454447504813,7.7926179421407085,1577.0,cachira,4.7,78.67,58.0,20.0
1578,46.67447189209693,4.946481725994602,1578.0,hobyo,4.76,81.76,95.0,0.0
1579,132.5711988841723,0.5752366770173722,1579.0,sorong,3.04,80.68,100.0,44.0
1585,82.63231666830029,26.285571831315636,1585.0,jalalpur,9.42,85.99,29.0,0.0
1586,26.907451241010705,38.07303394312885,1586.0,urla,19.46,69.26,32.0,20.0
1597,-21.527518318489058,14.061103943005236,1597.0,vila do maio,20.8,75.2,50.0,40.0
1600,-7.500751089659531,53.18407770890758,1600.0,tullamore,12.75,66.2,39.0,20.0
1601,84.5088598775277,25.928501122167077,1601.0,reoti,9.53,85.09,25.0,0.0
1604,-107.8660492221222,44.619107309433616,1604.0,worland,3.36,40.77,75.0,1.0
1605,144.04875993328864,-1.0928661616235047,1605.0,wewak,2.48,76.09,99.0,80.0
1609,134.8480619816154,33.37190842632306,1609.0,anan,0.96,54.76,84.0,0.0
1615,113.99294249042345,37.590900018167886,1615.0,luancheng,8.95,55.4,100.0,90.0
1622,51.051935475361404,22.668081885561236,1622.0,abu samrah,4.21,59.26,100.0,20.0
1623,38.21961163955655,-10.737196778513379,1623.0,nangomba,8.08,83.83,57.0,8.0
1625,-158.83672883989715,20.374483891436356,1625.0,nanakuli,4.7,70.74,88.0,1.0
1629,31.223920253263856,41.545785435700765,1629.0,eregli,12.03,49.27,63.0,24.0
1652,50.49672627711587,64.84025544962745,1652.0,ust-tsilma,2.98,24.43,58.0,0.0
1658,73.48335517546974,7.276240154645237,1658.0,dhidhdhoo,6.89,87.34,97.0,32.0
1659,71.14562600960713,17.337679495297536,1659.0,srivardhan,9.31,83.83,59.0,0.0
1660,-45.559883350636056,64.13174503531624,1660.0,qaqortoq,4.7,42.8,97.0,75.0
1662,24.175865018695532,74.23901808113064,1662.0,havoysund,8.05,33.8,69.0,0.0
1665,136.34653905055404,64.62560469626288,1665.0,khandyga,4.27,25.24,59.0,80.0
1666,123.4572924951176,55.1591729440224,1666.0,takhtamygda,2.37,30.82,65.0,48.0
1670,26.354088356411182,0.12551157942078817,1670.0,kisangani,3.09,84.64,73.0,8.0
1671,-81.33714313538918,16.801378550604397,1671.0,bodden town,23.04,84.2,74.0,20.0
1674,16.503075176056228,-33.77183285322029,1674.0,saldanha,7.74,73.57,33.0,64.0
1678,94.47007690833635,8.093271164601333,1678.0,sabang,6.62,79.51,94.0,80.0
1682,41.48491130472496,60.541756369672186,1682.0,solginskiy,22.95,31.09,80.0,92.0
1685,148.18132067560907,49.14293651058267,1685.0,vostok,4.05,37.57,53.0,0.0
1690,-86.27080372603251,29.747362184896545,1690.0,destin,8.05,64.2,68.0,40.0
1696,142.2280277686172,-36.552963654628684,1696.0,horsham,4.09,53.68,85.0,0.0
1698,27.591021176329463,63.10205900775952,1698.0,siilinjarvi,6.93,37.4,69.0,90.0
1703,-48.834111640356184,-16.960692196719833,1703.0,bela vista de goias,6.93,80.6,51.0,20.0
1708,-73.3093191857801,-20.892034679171374,1708.0,iquique,13.87,69.8,64.0,0.0
